chr1	36671993	36871993	+	SH3D21	36771993
chr1	39307456	39507456	-	RHBDL2	39407456
chr1	39356915	39556915	+	AKIRIN1	39456915
chr1	39857317	40057317	+	BMP8A	39957317
chr1	41031324	41231324	-	RIMS3	41131324
chr1	41380261	41580261	+	SLFNL1-AS1	41480261
chr1	41387427	41587427	-	SLFNL1	41487427
chr1	42746467	42946467	+	RIMKLA	42846467
chr1	43513593	43713593	+	FAM183A	43613593
chr1	43651250	43851250	-	C1orf210	43751250
chr1	43666565	43866565	+	TIE1	43766565
chr1	43703474	43903474	+	MPL	43803474
chr1	43755555	43955555	+	SZT2	43855555
chr1	44357279	44557279	+	CCDC24	44457279
chr1	44484521	44684521	+	KLF17	44584521
chr1	44770959	44970959	+	RNF220	44870959
chr1	45888562	46088562	-	PRDX1	45988562
chr1	45916454	46116454	+	AKR1A1	46016454
chr1	46053846	46253846	+	TMEM69	46153846
chr1	46569005	46769005	+	LURAP1	46669005
chr1	46904367	47104367	+	MKNK1-AS1	47004367
chr1	50389626	50589626	-	AGBL4	50489626
chr1	50474593	50674593	+	ELAVL4	50574593
chr1	52968042	53168042	+	GPX7	53068042
chr1	54913806	55113806	+	ACOT11	55013806
chr1	55007426	55207426	+	MROH7	55107426
chr1	55252921	55452921	-	DHCR24	55352921
chr1	55405148	55605148	+	PCSK9	55505148
chr1	57010989	57210989	+	PRKAA2	57110989
chr1	59662624	59862624	+	FGGY	59762624
chr1	60292423	60492423	-	CYP2J2	60392423
chr1	62685083	62885083	-	KANK4	62785083
chr1	63688729	63888729	+	FOXD3	63788729
chr1	63889012	64089012	+	EFCAB7	63989012
chr1	64139689	64339689	+	ROR1	64239689
chr1	65110777	65310777	+	RAVER2	65210777
chr1	66158855	66358855	+	PDE4B	66258855
chr1	66899824	67099824	+	SGIP1	66999824
chr1	67118139	67318139	+	TCTEX1D1	67218139
chr1	67290570	67490570	-	WDR78	67390570
chr1	67420080	67620080	-	SLC35D1	67520080
chr1	67500654	67700654	-	C1orf141	67600654
chr1	68416481	68616481	-	DIRAS3	68516481
chr1	71412188	71612188	+	ZRANB2-AS1	71512188
chr1	71413491	71613491	-	PTGER3	71513491
chr1	71446972	71646972	-	ZRANB2	71546972
chr1	72648405	72848405	-	NEGR1	72748405
chr1	74563895	74763895	+	FPGT-TNNI3K	74663895
chr1	76162555	76362555	+	MSH4	76262555
chr1	77233185	77433185	+	ST6GALNAC5	77333185
chr1	85830889	86030889	-	DDAH1	85930889
chr1	86522154	86722154	-	COL24A1	86622154
chr1	87694150	87894150	+	LMO4	87794150
chr1	89049921	89249921	+	PKN2	89149921
chr1	89431043	89631043	-	GBP1	89531043
chr1	89541723	89741723	-	GBP7	89641723
chr1	89564633	89764633	-	GBP4	89664633
chr1	91770426	91970426	-	HFM1	91870426
chr1	92851628	93051628	-	GFI1	92951628
chr1	93444791	93644791	+	MTF2	93544791
chr1	95185897	95385897	+	SLC44A3	95285897
chr1	102362790	102562790	-	OLFM3	102462790
chr1	103968577	104168577	+	RNPC3	104068577
chr1	109189284	109389284	+	STXBP3	109289284
chr1	109299726	109499726	-	AKNAD1	109399726
chr1	109299838	109499838	+	SPATA42	109399838
chr1	109926560	110126560	+	ATXN7L2	110026560
chr1	109982493	110182493	+	GPR61	110082493
chr1	110055705	110255705	-	GNAT2	110155705
chr1	110154863	110354863	+	GSTM5	110254863
chr1	113062040	113262040	-	ST7L	113162040
chr1	113515830	113715830	+	LRIG2	113615830
chr1	114201777	114401777	-	PHTF1	114301777
chr1	116554375	116754375	+	MAB21L3	116654375
chr1	118627848	118827848	-	SPAG17	118727848
chr1	145475987	145675987	+	PIAS3	145575987
chr1	146889699	147089699	-	LINC00624	146989699
chr1	149789434	149989434	-	SV2A	149889434
chr1	150236989	150436989	+	RPRD2	150336989
chr1	150380486	150580486	+	ECM1	150480486
chr1	150798814	150998814	+	SETDB1	150898814
chr1	150854498	151054498	+	ANXA9	150954498
chr1	151019140	151219140	-	SEMA6C	151119140
chr1	151048547	151248547	-	TMOD4	151148547
chr1	151071020	151271020	+	PIP5K1A	151171020
chr1	151272040	151472040	+	PSMB4	151372040
chr1	151677882	151877882	-	LINGO4	151777882
chr1	153500872	153700872	+	S100A1	153600872
chr1	153551163	153751163	+	NPR1	153651163
chr1	153600566	153800566	+	INTS3	153700566
chr1	153840674	154040674	+	CREB3L4	153940674
chr1	154374526	154574526	-	SHE	154474526
chr1	154809484	155009484	-	PMVK	154909484
chr1	155008287	155208287	+	SLC50A1	155108287
chr1	155012883	155212883	-	DPM3	155112883
chr1	155046262	155246262	+	TRIM46	155146262
chr1	155848336	156048336	-	ARHGEF2	155948336
chr1	156111950	156311950	+	BGLAP	156211950
chr1	156547189	156747189	-	NES	156647189
chr1	156730670	156930670	+	NTRK1	156830670
chr1	157467870	157667870	-	FCRL4	157567870
chr1	158269256	158469256	-	OR10T2	158369256
chr1	159901783	160101783	-	PIGM	160001783
chr1	160824589	161024589	-	ITLN2	160924589
chr1	161128516	161328516	+	PCP4L1	161228516
chr1	161179762	161379762	-	MPZ	161279762
chr1	161939580	162139580	+	NOS1AP	162039580
chr1	162248695	162448695	+	C1orf226	162348695
chr1	164428596	164628596	+	PBX1	164528596
chr1	166858518	167058518	+	MAEL	166958518
chr1	166964070	167164070	+	DUSP27	167064070
chr1	167499473	167699473	+	RCSD1	167599473
chr1	167591186	167791186	+	MPZL1	167691186
chr1	168975946	169175946	+	ATP1B1	169075946
chr1	169296670	169496670	-	CCDC181	169396670
chr1	171117662	171317662	+	FMO1	171217662
chr1	173539001	173739001	-	ANKRD45	173639001
chr1	173786516	173986516	-	SERPINC1	173886516
chr1	177962863	178162863	+	RASAL2	178062863
chr1	179012224	179212224	-	ABL2	179112224
chr1	180099432	180299432	+	LHX4	180199432
chr1	183055173	183255173	+	LAMC2	183155173
chr1	185026191	185226191	+	SWT1	185126191
chr1	186269703	186469703	+	OCLM	186369703
chr1	197137333	197337333	+	CRB1	197237333
chr1	198410075	198610075	-	ATP6V1G3	198510075
chr1	198806558	199006558	-	MIR181A1HG	198906558
chr1	199896729	200096729	+	NR5A2	199996729
chr1	200981694	201181694	-	CACNA1S	201081694
chr1	201375967	201575967	-	CSRP1	201475967
chr1	201517449	201717449	+	NAV1	201617449
chr1	201992028	202192028	+	GPR37L1	202092028
chr1	202677549	202877549	-	KDM5B	202777549
chr1	203055922	203255922	-	CHI3L1	203155922
chr1	204035465	204235465	-	REN	204135465
chr1	204065619	204265619	-	KISS1	204165619
chr1	204083220	204283220	-	GOLT1A	204183220
chr1	204385506	204585506	+	MDM4	204485506
chr1	204554597	204754597	-	LRRN2	204654597
chr1	204953588	205153588	-	TMEM81	205053588
chr1	205549630	205749630	-	SLC45A3	205649630
chr1	205812588	206012588	-	SLC26A9	205912588
chr1	207984683	208184683	-	CD34	208084683
chr1	211456096	211656096	+	LINC00467	211556096
chr1	212506228	212706228	+	NENF	212606228
chr1	216796814	216996814	-	ESRRG	216896814
chr1	217704694	217904694	+	SPATA17	217804694
chr1	222621444	222821444	-	HHIPL2	222721444
chr1	222888430	223088430	+	DISP1	222988430
chr1	224704178	224904178	+	CNIH3	224804178
chr1	226087066	226287066	-	SDE2	226187066
chr1	228035676	228235676	-	WNT9A	228135676
chr1	228545560	228745560	-	HIST3H2A	228645560
chr1	232840637	233040637	+	MAP10	232940637
chr1	234514849	234714849	-	TARBP1	234614849
chr1	234665056	234865056	+	LINC00184	234765056
chr1	235714054	235914054	-	GNG4	235814054
chr1	236749769	236949769	+	ACTN2	236849769
chr1	237105701	237305701	+	RYR2	237205701
chr1	239692372	239892372	+	CHRM3	239792372
chr1	242587998	242787998	-	PLD5	242687998
chr1	243319306	243519306	+	SDCCAG8	243419306
chr1	247167674	247367674	-	ZNF669	247267674
chr1	247235318	247435318	-	ZNF124	247335318
chr1	247395045	247595045	-	ZNF496	247495045
chr1	247612346	247812346	+	GCSAML	247712346
chr1	247958888	248158888	+	OR2W3	248058888
chr1	247984319	248184319	+	OR2T8	248084319
chr1	248028633	248228633	+	OR2AK2	248128633
chr1	248266369	248466369	+	OR2M3	248366369
chr1	248337116	248537116	-	OR2T33	248437116
chr1	248745605	248945605	-	OR14I1	248845605
chr2	1648291	1848291	-	PXDN	1748291
chr2	12756997	12956997	+	TRIB2	12856997
chr2	15980682	16180682	+	MYCN	16080682
chr2	15981845	16181845	-	MYCNOS	16081845
chr2	20089884	20289884	-	WDR35	20189884
chr2	20750864	20950864	-	HS1BP3	20850864
chr2	24246349	24446349	+	FAM228B	24346349
chr2	25094963	25294963	-	DNAJC27	25194963
chr2	25094980	25294980	+	DNAJC27-AS1	25194980
chr2	25164972	25364972	+	EFR3B	25264972
chr2	27241773	27441773	-	CGREF1	27341773
chr2	27246656	27446656	+	ABHD1	27346656
chr2	27271944	27471944	+	TCF23	27371944
chr2	27612571	27812571	-	IFT172	27712571
chr2	27705835	27905835	+	ZNF512	27805835
chr2	27751745	27951745	-	CCDC121	27851745
chr2	30930311	31130311	-	CAPN13	31030311
chr2	32135698	32335698	-	MEMO1	32235698
chr2	32753086	32953086	+	TTC27	32853086
chr2	33007765	33207765	+	LINC00486	33107765
chr2	33072368	33272368	+	LTBP1	33172368
chr2	37284190	37484190	-	EIF2AK2	37384190
chr2	39247604	39447604	-	SOS1	39347604
chr2	39356673	39556673	-	CDKL4	39456673
chr2	40044773	40244773	+	SLC8A1-AS1	40144773
chr2	42488988	42688988	-	COX7A2L	42588988
chr2	42695670	42895670	+	MTA3	42795670
chr2	45738433	45938433	-	SRBD1	45838433
chr2	46744251	46944251	-	PIGF	46844251
chr2	46826098	47026098	+	SOCS5	46926098
chr2	47697470	47897470	-	KCNK12	47797470
chr2	55359449	55559449	-	CLHC1	55459449
chr2	62323261	62523261	+	B3GNT2	62423261
chr2	62633604	62833604	-	TMEM17	62733604
chr2	65183494	65383494	+	CEP68	65283494
chr2	66560602	66760602	-	MEIS1-AS3	66660602
chr2	68492321	68692321	+	PLEK	68592321
chr2	69564760	69764760	-	NFU1	69664760
chr2	71062997	71262997	+	ATP6V1B1	71162997
chr2	73420829	73620829	-	EGR4	73520829
chr2	73956042	74156042	+	STAMBP	74056042
chr2	74442152	74642152	-	SLC4A5	74542152
chr2	74569060	74769060	-	RTKN	74669060
chr2	74599942	74799942	-	MRPL53	74699942
chr2	74681511	74881511	+	DOK1	74781511
chr2	85729822	85929822	-	TMEM150A	85829822
chr2	85739179	85939179	-	C2orf68	85839179
chr2	88255248	88455248	-	KRCC1	88355248
chr2	95437231	95637231	+	TEKT4	95537231
chr2	95725263	95925263	-	ZNF514	95825263
chr2	96157765	96357765	+	TRIM43	96257765
chr2	98603594	98803594	+	VWA3B	98703594
chr2	100622045	100822045	-	AFF3	100722045
chr2	101903965	102103965	-	CREG2	102003965
chr2	101991165	102191165	-	RFX8	102091165
chr2	102827961	103027961	+	IL1RL1	102927961
chr2	103253337	103453337	-	MFSD9	103353337
chr2	107403563	107603563	-	ST6GAL2	107503563
chr2	108894420	109094420	+	SULT1C4	108994420
chr2	109646575	109846575	-	SH3RF3-AS1	109746575
chr2	113091222	113291222	-	RGPD8	113191222
chr2	113570547	113770547	+	IL37	113670547
chr2	113635605	113835605	+	IL36G	113735605
chr2	113936498	114136498	-	PAX8	114036498
chr2	114284816	114484816	+	RABL2A	114384816
chr2	115819512	116019512	+	DPP10	115919512
chr2	128358596	128558596	+	SFT2D3	128458596
chr2	130637234	130837234	+	RAB6C	130737234
chr2	131875923	132075923	+	POTEE	131975923
chr2	132133579	132333579	+	TUBA3D	132233579
chr2	132459234	132659234	-	C2orf27B	132559234
chr2	132819525	133019525	-	ANKRD30BL	132919525
chr2	135376571	135576571	-	TMEM163	135476571
chr2	135496185	135696185	+	ACMSD	135596185
chr2	135682248	135882248	-	MAP3K19	135782248
chr2	136494750	136694750	-	LCT	136594750
chr2	136643222	136843222	-	DARS	136743222
chr2	145325533	145525533	+	TEX41	145425533
chr2	150086498	150286498	+	LYPD6	150186498
chr2	152855593	153055593	-	CACNB4	152955593
chr2	154628425	154828425	+	GALNT13	154728425
chr2	155455092	155655092	+	KCNJ3	155555092
chr2	159725145	159925145	+	TANC1	159825145
chr2	160043236	160243236	-	WDSUB1	160143236
chr2	160373112	160573112	-	BAZ2B	160473112
chr2	165960577	166160577	-	SCN3A	166060577
chr2	166052282	166252282	+	SCN2A	166152282
chr2	167243481	167443481	-	SCN7A	167343481
chr2	167644996	167844996	+	XIRP2	167744996
chr2	170119122	170319122	-	LRP2	170219122
chr2	170450931	170650931	-	CCDC173	170550931
chr2	170490355	170690355	+	KLHL23	170590355
chr2	172850207	173050207	+	DLX1	172950207
chr2	178157470	178357470	+	AGPS	178257470
chr2	178317524	178517524	-	TTC30B	178417524
chr2	178837482	179037482	-	PDE11A	178937482
chr2	178877181	179077181	+	RBM45	178977181
chr2	178959207	179159207	+	OSBPL6	179059207
chr2	179814786	180014786	-	CCDC141	179914786
chr2	182750550	182950550	+	PPP1R1C	182850550
chr2	183843286	184043286	+	DUSP19	183943286
chr2	185363092	185563092	+	ZNF804A	185463092
chr2	187458788	187658788	+	FAM171B	187558788
chr2	190345537	190545537	-	SLC40A1	190445537
chr2	190527505	190727505	+	OSGEPL1-AS1	190627505
chr2	191084771	191284771	-	HIBCH	191184771
chr2	192959644	193159644	-	TMEFF2	193059644
chr2	196833536	197033536	-	DNAH7	196933536
chr2	197575000	197775000	-	C2orf66	197675000
chr2	200615896	200815896	-	FTCDNL1	200715896
chr2	201274792	201474792	-	KCTD18	201374792
chr2	201350730	201550730	+	AOX1	201450730
chr2	202571301	202771301	+	CDK15	202671301
chr2	205310515	205510515	+	PARD3B	205410515
chr2	207208367	207408367	+	ADAM23	207308367
chr2	207483120	207683120	-	DYTN	207583120
chr2	207530050	207730050	-	MDH1B	207630050
chr2	208889313	209089313	-	CRYGD	208989313
chr2	208954773	209154773	-	C2orf80	209054773
chr2	210936051	211136051	-	KANSL1L	211036051
chr2	211321322	211521322	+	CPS1	211421322
chr2	215176460	215376460	+	VWC2L	215276460
chr2	219750379	219950379	-	FEV	219850379
chr2	220010131	220210131	-	GLB1L	220110131
chr2	220336268	220536268	-	OBSL1	220436268
chr2	220336953	220536953	+	INHA	220436953
chr2	224804036	225004036	-	SERPINE2	224904036
chr2	225166711	225366711	-	FAM124B	225266711
chr2	225350114	225550114	-	CUL3	225450114
chr2	230833715	231033715	-	SLC16A14	230933715
chr2	231963293	232163293	+	ARMC9	232063293
chr2	232279050	232479050	-	LINC00471	232379050
chr2	233143347	233343347	+	ALPP	233243347
chr2	234116308	234316308	+	SAG	234216308
chr2	234163152	234363152	+	DGKD	234263152
chr2	234374236	234574236	-	USP40	234474236
chr2	234726042	234926042	+	TRPM8	234826042
chr2	237312340	237512340	-	IQCA1	237412340
chr3	5129358	5329358	+	EDEM1	5229358
chr3	8586484	8786484	-	SSUH2	8686484
chr3	9832270	10032270	+	JAGN1	9932270
chr3	10757916	10957916	+	SLC6A11	10857916
chr3	12738170	12938170	+	CAND2	12838170
chr3	14593252	14793252	+	CCDC174	14693252
chr3	14616605	14816605	+	C3orf20	14716605
chr3	14760468	14960468	+	FGD5	14860468
chr3	19875706	20075706	-	EFHB	19975706
chr3	21692816	21892816	-	ZNF385D	21792816
chr3	23858537	24058537	-	NKIRAS1	23958537
chr3	23858617	24058617	+	RPL15	23958617
chr3	25605863	25805863	-	TOP2B	25705863
chr3	25724989	25924989	-	NGLY1	25824989
chr3	27310912	27510912	-	NEK10	27410912
chr3	32333162	32533162	+	CMTM7	32433162
chr3	32759509	32959509	+	TRIM71	32859509
chr3	33160707	33360707	-	SUSD5	33260707
chr3	35621278	35821278	+	ARPP21	35721278
chr3	36322096	36522096	+	STAC	36422096
chr3	36934795	37134795	-	EPM2AIP1	37034795
chr3	37117851	37317851	-	LRRFIP2	37217851
chr3	37340967	37540967	+	C3orf35	37440967
chr3	37393812	37593812	+	ITGA9	37493812
chr3	38247444	38447444	+	SLC22A14	38347444
chr3	38396311	38596311	-	ACVR2B-AS1	38496311
chr3	38892052	39092052	-	SCN11A	38992052
chr3	39049130	39249130	-	GORASP1	39149130
chr3	39049151	39249151	+	TTC21A	39149151
chr3	39095102	39295102	-	CSRNP1	39195102
chr3	39751302	39951302	+	MYRIP	39851302
chr3	42205439	42405439	-	CCK	42305439
chr3	42847657	43047657	+	ZNF662	42947657
chr3	44279943	44479943	+	TCAIM	44379943
chr3	44419162	44619162	-	ZNF445	44519162
chr3	44452128	44652128	-	ZNF852	44552128
chr3	44496712	44696712	+	ZKSCAN7	44596712
chr3	44526455	44726455	+	ZNF660	44626455
chr3	44654134	44854134	+	ZNF502	44754134
chr3	44671097	44871097	+	ZNF501	44771097
chr3	45087914	45287914	-	CDCP1	45187914
chr3	45783650	45983650	-	LZTFL1	45883650
chr3	46498887	46698887	+	LRRC2-AS1	46598887
chr3	47105859	47305859	+	KIF9-AS1	47205859
chr3	47744398	47944398	+	DHX30	47844398
chr3	48242848	48442848	-	NME6	48342848
chr3	48269831	48469831	-	SPINK8	48369831
chr3	48313708	48513708	+	FBXW12	48413708
chr3	48406918	48606918	+	TREX1	48506918
chr3	48944636	49144636	+	WDR6	49044636
chr3	49214508	49414508	-	C3orf62	49314508
chr3	49491921	49691921	+	BSN	49591921
chr3	49657238	49857238	-	AMIGO3	49757238
chr3	49737254	49937254	-	CDHR4	49837254
chr3	49807369	50007369	-	CAMKV	49907369
chr3	49841306	50041306	-	MST1R	49941306
chr3	50026340	50226340	+	RBM5	50126340
chr3	50216517	50416517	+	LSMEM2	50316517
chr3	50236320	50436320	-	HYAL3	50336320
chr3	51475595	51675595	+	RAD54L2	51575595
chr3	52728783	52928783	+	ITIH3	52828783
chr3	53281654	53481654	-	DCP1A	53381654
chr3	56994468	57194468	+	SPATA12	57094468
chr3	57134280	57334280	-	HESX1	57234280
chr3	57226132	57426132	-	ASB14	57326132
chr3	58552561	58752561	-	FAM3D	58652561
chr3	61137133	61337133	-	FHIT	61237133
chr3	64073219	64273219	+	PRICKLE2-AS3	64173219
chr3	66019284	66219284	+	SLC25A26	66119284
chr3	69001484	69201484	-	TMF1	69101484
chr3	72837384	73037384	+	GXYLT2	72937384
chr3	73010809	73210809	+	EBLN2	73110809
chr3	75734255	75934255	-	ZNF717	75834255
chr3	79717059	79917059	-	ROBO1	79817059
chr3	87931725	88131725	+	HTR1F	88031725
chr3	98351495	98551495	-	ST3GAL6-AS1	98451495
chr3	99953561	100153561	+	NIT2	100053561
chr3	107141782	107341782	+	BBX	107241782
chr3	108935364	109135364	-	DPPA2	109035364
chr3	108956419	109156419	-	DPPA4	109056419
chr3	111478567	111678567	+	PHLDB2	111578567
chr3	111705181	111905181	+	C3orf52	111805181
chr3	111913074	112113074	-	SLC9C1	112013074
chr3	111951915	112151915	+	CD200	112051915
chr3	113566747	113766747	+	ZDHHC23	113666747
chr3	118792424	118992424	+	UPK1B	118892424
chr3	119401556	119601556	+	NR1I2	119501556
chr3	119968186	120168186	-	LRRC58	120068186
chr3	121368614	121568614	-	GOLGB1	121468614
chr3	122034882	122234882	-	WDR5B	122134882
chr3	122685855	122885855	+	PDIA5	122785855
chr3	125703134	125903134	-	SLC41A3	125803134
chr3	126143130	126343130	+	CHST13	126243130
chr3	127248001	127448001	+	PODXL2	127348001
chr3	127442093	127642093	-	MGLL	127542093
chr3    128112030       128312030       -       GATA2   128212030
chr3	128112030	128312030	-	GATA2	128212030
chr3	128612986	128812986	-	KIAA1257	128712986
chr3	128620471	128820471	+	EFCC1	128720471
chr3	129499402	129699402	-	TMCC1	129599402
chr3	129593235	129793235	+	TRH	129693235
chr3	129700673	129900673	+	ALG1L2	129800673
chr3	130469368	130669368	+	ATP2C1	130569368
chr3	133018789	133218789	+	BFSP2	133118789
chr3	136437860	136637860	+	SLC35G2	136537860
chr3	138053414	138253414	+	ESYT3	138153414
chr3	140670742	140870742	+	SPSB4	140770742
chr3	141495469	141695469	+	ATP1B3	141595469
chr3	142508045	142708045	-	PCOLCE2	142608045
chr3	145779282	145979282	-	PLOD2	145879282
chr3	146113778	146313778	-	PLSCR2	146213778
chr3	148445587	148645587	+	CPB1	148545587
chr3	148483042	148683042	+	CPA3	148583042
chr3	150164573	150364573	+	EIF2A	150264573
chr3	150381263	150581263	-	SIAH2	150481263
chr3	150704584	150904584	+	MED12L	150804584
chr3	151076497	151276497	-	IGSF10	151176497
chr3	151491430	151691430	+	SUCNR1	151591430
chr3	154697952	154897952	+	MME	154797952
chr3	156293502	156493502	-	TIPARP-AS1	156393502
chr3	156444095	156644095	+	LEKR1	156544095
chr3	157723952	157923952	-	SHOX2	157823952
chr3	159843422	160043422	+	C3orf80	159943422
chr3	166998085	167198085	-	ZBBX	167098085
chr3	167091920	167291920	-	SERPINI2	167191920
chr3	167271287	167471287	-	WDR49	167371287
chr3	167353431	167553431	+	SERPINI1	167453431
chr3	169281563	169481563	-	MECOM	169381563
chr3	169382848	169582848	-	TERC	169482848
chr3	169387683	169587683	-	ACTRT3	169487683
chr3	169430574	169630574	-	LRRC34	169530574
chr3	169439709	169639709	+	LRRIQ4	169539709
chr3	169529481	169729481	+	SAMD7	169629481
chr3	178766310	178966310	+	PIK3CA	178866310
chr3	179654841	179854841	-	PEX5L	179754841
chr3	183173499	183373499	-	KLHL6	183273499
chr3	183253410	183453410	+	KLHL24	183353410
chr3	183717966	183917966	+	HTR3E	183817966
chr3	183848316	184048316	+	VWA5B2	183948316
chr3	185726901	185926901	-	ETV5	185826901
chr3	190005660	190205660	+	CLDN16	190105660
chr3	193172696	193372696	-	ATP13A4	193272696
chr3	194204996	194404996	+	TMEM44-AS1	194304996
chr3	194768599	194968599	+	XXYLT1-AS2	194868599
chr3	195438844	195638844	-	MUC4	195538844
chr3	195522432	195722432	-	TNK2	195622432
chr3	196595704	196795704	-	PIGZ	196695704
chr4	189944	389944	-	ZNF732	289944
chr4	231595	431595	+	ZNF141	331595
chr4	571710	771710	+	MYL5	671710
chr4	1007352	1207352	-	RNF212	1107352
chr4	1585988	1785988	-	FAM53A	1685988
chr4	1623084	1823084	-	TMEM129	1723084
chr4	3150766	3350766	+	MSANTD1	3250766
chr4	4921197	5121197	-	CYTL1	5021197
chr4	4953526	5153526	+	STK32B	5053526
chr4	5610294	5810294	-	EVC2	5710294
chr4	5794785	5994785	-	CRMP1	5894785
chr4	6283597	6483597	-	PPP2R2C	6383597
chr4	6811494	7011494	+	TBC1D14	6911494
chr4	8060559	8260559	-	ABLIM2	8160559
chr4	8101059	8301059	+	SH3TC1	8201059
chr4	8171488	8371488	+	HTRA3	8271488
chr4	10586386	10786386	-	CLNK	10686386
chr4	11330537	11530537	-	HS3ST1	11430537
chr4	15679930	15879930	+	CD38	15779930
chr4	15977741	16177741	-	PROM1	16077741
chr4	16128161	16328161	-	TAPT1	16228161
chr4	17516272	17716272	+	MED28	17616272
chr4	17683135	17883135	-	FAM184B	17783135
chr4	17712381	17912381	-	DCAF16	17812381
chr4	25815813	26015813	+	SMIM20	25915813
chr4	26762312	26962312	+	STIM2	26862312
chr4	37355551	37555551	+	C4orf19	37455551
chr4	37792704	37992704	+	TBC1D1	37892704
chr4	39429458	39629458	+	UGDH-AS1	39529458
chr4	40237345	40437345	+	CHRNA9	40337345
chr4	40651913	40851913	+	NSUN7	40751913
chr4	41116635	41316635	-	APBB2	41216635
chr4	41158897	41358897	+	UCHL1	41258897
chr4	41883712	42083712	+	DCAF4L1	41983712
chr4	44553658	44753658	-	YIPF7	44653658
chr4	47740059	47940059	-	CORIN	47840059
chr4	47883550	48083550	-	CNGA1	47983550
chr4	47918790	48118790	+	NIPAL1	48018790
chr4	48171814	48371814	-	TEC	48271814
chr4	53517807	53717807	-	ERVMER34-1	53617807
chr4	54357753	54557753	-	LNX1	54457753
chr4	56313076	56513076	-	CLOCK	56413076
chr4	56619815	56819815	+	EXOC1	56719815
chr4	57587908	57787908	-	SPINK2	57687908
chr4	57675078	57875078	+	REST	57775078
chr4	57743826	57943826	-	NOA1	57843826
chr4	69011412	69211412	-	TMPRSS11B	69111412
chr4	69980449	70180449	-	UGT2B11	70080449
chr4	70696798	70896798	+	CSN1S1	70796798
chr4	71394460	71594460	+	ENAM	71494460
chr4	74247461	74447461	+	AFM	74347461
chr4	74602272	74802272	+	CXCL6	74702272
chr4	74923828	75123828	+	MTHFD2L	75023828
chr4	75619882	75819882	-	BTC	75719882
chr4	76549828	76749828	+	USO1	76649828
chr4	77072852	77272852	+	FAM47E	77172852
chr4	77127178	77327178	+	STBD1	77227178
chr4	77256252	77456252	+	SHROOM3	77356252
chr4	78332906	78532906	+	CXCL13	78432906
chr4	79372741	79572741	+	ANXA3	79472741
chr4	79760582	79960582	-	PAQR3	79860582
chr4	81018656	81218656	+	PRDM8	81118656
chr4	81087741	81287741	+	FGF5	81187741
chr4	81852118	82052118	+	BMP3	81952118
chr4	82026214	82226214	-	PRKG2	82126214
chr4	85319387	85519387	-	NKX6-1	85419387
chr4	87713575	87913575	-	C4orf36	87813575
chr4	87756153	87956153	+	AFF1	87856153
chr4	88828798	89028798	+	PKD2	88928798
chr4	88980011	89180011	-	ABCG2	89080011
chr4	89933967	90133967	+	TIGD2	90033967
chr4	90716051	90916051	+	MMRN1	90816051
chr4	95164027	95364027	-	HPGDS	95264027
chr4	95872829	96072829	+	BMPR1B	95972829
